Long,Lat,Site_Name,Cal.BC,Cal.BC.SD,Sample,Site_Type,Period_Author,Sub_Region,Country,Uncalibrated,SD,Domestics_Associated,Vida,Material,Type _c14,Quantity,Species,Database,Database_2,Reference,Comments,Period,Phase,Ceramic_Style,X26,X27,residuals
-0.812,41.927,Cova Gran,4960,145,Beta 265982,cueva,Neolitico,Santa Linya,Iberia,6020,50,NA,Short,Semilla/fruto,AMS,Singular,Bellota,NA,Bergin 2016,Mora et al. (2011),NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-2952074.172427614
-0.62946,38.43949,Cova Sant Marti,4600,95,Beta 166467,NA,Neolitico,Agost,Iberia,5740,40,Yes,Short,Hueso,AMS,Singular,Humano,NA,Bergin 2016,Torregrosa y Lopez 2004,NA,Neolitico,medio,NA,NA,NA,-1476431287.961013
-0.21942,38.73141,Coves de Santa Maira,4510,124,Beta 75224,cueva,Neolitico,Castell de Castells,Iberia,5640,60,Yes,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Aura et al. 2000,NA,Neolitico,medio,Esgrafiada,NA,NA,-8572641322.082517
3.08333,45.7833,Creux-Rouge,4966,299,Ly 1944,n/a,n/a,NA,France,6070,140,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-192349608.7738799
-5.90874,38.02778,Cueva Chica de Santiago,5084,228,UGRA 254,cueva,Neolitico,Cazalla de la Sierra,Iberia,6160,100,Yes,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Pellicer y Acosta 1981,NA,Neolitico,antiguo,Epicardial,NA,NA,-609521.9076474524
-5.65922,36.67247,Cueva de la Dehesilla,5168,220,UGRA 259,cueva,Neolitico,Algar,Iberia,6260,100,Yes,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Acosta y Pellicer 1990,NA,Neolitico,antiguo,Epicardial,NA,NA,-133168.19756437582
-3.50895,40.85352,Cueva de la Higuera,5204,155,Beta 166230,cueva,Neolitico,Torremocha del Jarama,Iberia,6250,60,Yes,Short,Hueso,NA,NA,NA,NA,Bergin 2016,Jimenez Guijarro 2008,NA,Neolitico,antiguo,Epicardial,NA,NA,-38988.56406551959
-4.23744,37.41378,Cueva de los Marmoles,5186,106,Beta 313471,cueva,Neolitico,Priego,Iberia,6250,40,Yes,Short,Semilla/fruto,AMS,Singular,T. aestivum / durum,NA,Bergin 2016,Pena-Chocarro et al. (2013): Menga 4  “dosier Neolitico”: 15-33,NA,Neolitico,antiguo,Epicardial,NA,NA,-62596.68855889267
-4.30262,37.54302,Cueva de los Murcielagos,5291,259,I 17772,cueva,Neolitico,Zuheros,Iberia,6430,130,Yes,Long,Carbon,Convencional,NA,NA,NA,Bergin 2016,Gavilan et al. 1996,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-10604.840585675582
-3.20679,36.78753,Cueva de los Murcielagos Albunol,5005,125,CSIC 1133,cueva,Neolitico,Albunol,Iberia,6086,45,Yes,Short,Carbon,Convencional,Aggregate,Esparto,NA,Bergin 2016,Cacho et al. 1996,NA,Neolitico,antiguo,Epicardial,NA,NA,-1100567.5222832228
-3.843742005,36.76400385,Cueva de Nerja,5542,68,Beta 131577,cueva,Neolitico,Nerja,Iberia,6590,40,Yes,Short,Hueso,AMS,Singular,Ovis aries,NA,Bergin 2016,Jorda y Aura 2006  2008 UNED,NA,Neolitico,antiguo,Otra Impresa,NA,NA,-82.68636192537087
-0.44094,40.36191,Cueva del Gato,5178,137,GrA 22525,cueva,Neolitico,epila,Iberia,6240,50,Yes,Long,Carbon,AMS,Singular,NA,NA,Bergin 2016,Utrilla et al. 2009,NA,Neolitico,antiguo,Epicardial,NA,NA,-85780.87863503749
-4.326489,36.713704,Cueva del Hoyo de la Mina,5112,163,Ua 19444,NA,Neolitico,Malaga,Iberia,6190,65,NA,Long,Carbon,AMS,NA,NA,NA,Bergin 2016,Baldomero et al. 2005,NA,Neolitico,antiguo,Epicardial,NA,NA,-226327.85678044579
-2.69797,38.09289,Cueva del Nacimiento,5690,221,Gif 1368,cueva,Neolitico,Pontones,Iberia,6780,130,NA,**,**,NA,NA,NA,c14_meso_dbase,Bergin 2016,Rodriguez 1983: Actas I congreso Arqueologia Andalucia.,NA,Neolitico,antiguo,Otra Impresa,NA,NA,73.03232524939722
-1.61354,38.23822,Cueva del Pozo,5166,261,I 16783,cueva,Neolitico,Calasparra,Iberia,6260,120,Yes,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Eiroa y Lomba 1998,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-70084.88724651793
-4.37335,37.01193,Cueva del Toro,5268,534,UGRA 194,cueva,Neolitico,Antequera,Iberia,6400,280,Yes,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Socas et al. 2004,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-16022.220028879241
1.10023,41.37697,Cueva Font Major,5275,119,Beta 317705,cueva,Neolitico,Espulga de Francoli,Iberia,6310,40,Yes,Short,Hueso,AMS,Singular,Ovis aries,NA,Bergin 2016,OMS EN PRENSA,NA,Neolitico,antiguo,Cardial,NA,NA,-61451.39011501605
-2.63538,42.24211,Cueva Lobrega,5118,228,GrN 16110,cueva,Neolitico,Torrecilla en Cameros,Iberia,6220,100,Yes,Short,Hueso,Convencional,Aggregate,NA,NA,Bergin 2016,Rodanes 1998,NA,Neolitico,antiguo,Epicardial,NA,NA,-150944.70083922235
22.25916667,44.59166667,Cuina Turcului,5974,152,OxA  19205,NA,NA,Lower Danube West,NA,7099,79,NA,NA,Human bone,NA,NA,NA,14sea,NA,Bonsall et al. 2015: 38  Table 2;,FRE-corrected BP date as per Bonsall et al. (2015),NA,NA,NA,“Cris” level I,"Trench M, baby burial",-845337.3922716035
21.43333333,41.23333333,cuka-Topolcani,6627,359,Z  494,NA,NA,Central Balkans South,NA,7680,160,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Srdoc et al. 1977: 474;,NA,NA,NA,NA,Nd,"Trench I, layer 15–16",151.44476539215066
27.34522,37.935052,Cukurici,6816,122,MAMS  24430,NA,EN,Eastern Aegean,NA,7886,28,NA,NA,Cereal unident.,NA,NA,NA,14sea,NA,Horejs et al. 2015  Tab. 1 ;,NA,NA,NA,NA,XIII,2491/10/1 – 1,-382.847818037445
5.78,45.84,Culoz sous Balme,6235,206,Ly 289b,n/a,n/a,NA,France,7360,108,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,117.65909662653485
9.13,41.7,Curacchiaghju,6534,374,Gif 1962,NA,Cardial tyrrhe_nien,Corsica,France,7600,180,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 27,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,8705.046738878253
24.1609,39.368,Cyclops Cave-Youra,6859,123,DEM  370,NA,EN,Western Aegean,NA,7971,41,NA,NA,Patella ulyssiponensis Gmelin,NA,NA,NA,14sea,NA,Sampson 1998  12  Tab. 1; Facorellis et al. 1998  Tab. 1;,MRE-corrected by Facorellis et al. 1998,NA,NA,NA,Neolithic,"Tr. C-west, spit 6, sq.1–4 _1.20 m",280.4889091675359
39.03,36.49,Damishliyah,6886,265,UtC 1094/ 1095/ 1096,NA,PN,NA,Syria,7920,110,NA,NA,organic material,NA,NA,organic from pottery,NA,NA,"Akkermans 1990, Akkermans 1991a",---,NA,NA,NA,NA,NA,-1952098100602791e7
16.156,41.8978,Defensola,5862,136,Utc 1342,NA,C. Impressa,Foggia  Puglia,Italy,6990,80,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 10,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-312.57105629405396
20.25,46.22,Deszk-Olajkut 1,5894,98,OxA  9396,NA,NA,Mures-Tisza,NA,7030,50,NA,NA,Human skull fragment,NA,NA,NA,14sea,NA,Whittle et al. 2002: 115;,NA,NA,NA,NA,NA,Grave 6 (3),-71453.41917390074
33.42,35.02,Dhali-Agridhi,6938,225,P 2775,NA,Cypro-PPNB,NA,Cyprus,7990,80,NA,NA,n.d.,NA,NA,---,NA,NA,"Meulengracht et al. 1981, Todd 1987",---,NA,NA,NA,NA,NA,-4407936524316360.5
35.579541,31.238925,Dhra,9702,246,AA 38142,NA,PPNA,NA,Jordan,10059,73,NA,NA,charcoal,NA,NA,wood charcoal,NA,NA,Kuijt and Finlayson 2001,---,NA,NA,NA,NA,NA,2420.732749662451
37.25,32.03,Dhuweila,7992,176,NA,NA,---,NA,Jordan,8910,60,NA,NA,n.d.,NA,NA,---,NA,NA,Betts 1989a,not in  Betts 1998,NA,NA,NA,NA,NA,-25493223950251.61
24.296119,41.020512,Dikili Tash,6516,76,Ly  5018,NA,NA,Northern Aegean,NA,7655,45,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Lespez et al. 2013; Banadora;,NA,NA,NA,NA,NA,A-1993 (above palaeosol) c. 52 m asl,-451.70750696491723
23.872393,40.964515,Dimitra,6288,123,Bln  3189,NA,EN,Northern Aegean,NA,7470,60,NA,NA,Nd,NA,NA,NA,14sea,NA,Maniatis 2014  207;,NA,NA,NA,NA,Nd,Nd,-18371.307104491643
21.289964,40.486248,Dispilio,5757,75,Lyon  6021 / SacA  15590,NA,FN?,Northern Aegean,NA,6850,35,NA,NA,Charred grains,NA,NA,NA,14sea,NA,Maniatis et al. 2016  tab. 1;,NA,NA,NA,NA,NA,"NW area, sq. D172, _ 1.13 m",-5966751.473573767
20.83333333,44.024,Divostin,6078,205,Bln  866a,NA,NA,Central Balkans North,NA,7200,100,NA,NA,Charcoal,NA,NA,NA,14sea,NA,McPherron et al. 1988: 380;,From same sample as Bln-866 and Bln-931. See R-combined result,NA,NA,NA,I,Beneath floor House 17 (Divostin II),-10004.216652359268
34.79,30.84,Divshon,8086,398,SMU 3,NA,PPNB,NA,Israel Palestine,8900,180,NA,NA,charcoal,NA,NA,---,NA,NA,"Haynes and Haas 1974, Servello 1976b",---,NA,NA,NA,NA,NA,-7802140860.341865
38.19,36.65,Djade,9074,459,Ly 5821,NA,EPPNB,NA,Syria,9610,170,NA,NA,charcoal,NA,NA,---,NA,NA,"Coqueugniot 1998, Banadora",very low amount of charcoal,NA,NA,NA,NA,NA,-764856.6807803133
23.56666667,41.83333333,Dobrinisce,5564,104,Bln  3785,NA,Karanovo I,Central Balkans South,NA,6650,60,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Nikolov & Radeva 1992: 13; GOrsdorf & Bojadziev 1996: 127;,NA,NA,NA,NA,1,"Test trench 2, house 1, 0.60 m depth",-3439301163.3670497
31.656878,48.773784,Dobryanka 3,6246,236,Ki  11105,NA,Bug-Dniester,NW Pontic-forest steppe,NA,7400,130,NA,NA,Animal bone,NA,NA,NA,14sea,NA,Gaskevych 2015  Table 2; Kotova 2009  169 Table 6;;,.,NA,NA,NA,NA,NA,-23126587531623288
-5.14539,39.73844,Dolmen de Azutan,4662,321,Ly 4578,NA,Neolitico,Puente del Arzobispo,Iberia,5750,130,NA,Short,Hueso,NA,NA,Humano,NA,Bergin 2016,Castro et al. 1996,NA,Neolitico,final,NA,NA,NA,-620094014.9107
5.24,43.86,Dolmen de L'Ubac,5646,119,Ly 1721,n/a,n/a,NA,France,6700,70,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-51624.853695330814
19.217,45.4522,Donja Branjevina,6045,192,GrN 15976,NA,Star_evo,NA,NA,7140,90,NA,NA,charcoal,NA,NA,NA,NA,NA,Tasi_ N. N. Nekoliko novih radiokarbonskih datuma. Glasnik SAD. 1993 (9): 99-102.,NA,NA,NA,NA,"trench V-1986-1987, e.l.5 out of pit",NA,-709.5393635835635
6.56,45.56,DOS DE BORGAZ,4534,103,Ly 3111,n/a,n/a,NA,France,5690,40,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-28851914416055.94
2.08,42.78,Dourgne,5373,200,MC 1104,NA,Ens. Mixte,Fontanes de Sault,Iberia,6470,100,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 82,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-41300.01637723484
26.43333333,42.23333333,Drama-Gerena,5456,91,Erl  12312,NA,Karanovo III–IV,Thrace,NA,6474,48,NA,NA,Bone  Bos,NA,NA,NA,14sea,NA,Gleser 2011: 181–187;,NA,NA,NA,NA,A,"Area TG01/ A, pit 590",-506907941097.38806
20.47722222,46.06361111,Dudestii Vechi,5870,92,GrN  28111,NA,NA,Mures-Tisza,NA,6990,50,NA,NA,Cervus elaphus  humerus dx,NA,NA,NA,14sea,NA,Biagi et al.  2005: 46f.;,NA,NA,NA,NA,Cris IIB,"Ditch, trench 1, sector E4–5",-169615.3501480229
10.253423,45.22724,Dugali Alti,5004,257,Bln 2795,NA,Square-Mouthed Pottery,Cremona  Lombardia,Italy,6090,100,NA,NA,charcoal,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-3312270759.6120906
28.38333333,43.66666667,Durankulak,7114,216,Hv  13434,NA,-,West Pontic,NA,8150,65,NA,NA,Human bone,NA,NA,NA,14sea,NA,Bojadziev 2002: 67;,NA,NA,NA,NA,Nd,Burial,-72.71123159622948
25.905877,43.144879,Dzuljunica-Sm_rdes,6448,94,OxA  24937,NA,EN,Ludogorie-Yantra,NA,7588,37,NA,NA,Bone (wild adult pig),NA,NA,NA,14sea,NA,Kraus et al. 2014: 63  Tab. 1;,Susceptible to reservoir effect,NA,NA,NA,Dz I,"Trench 21, 116.11 masl",-8886.434494649313
26.934005,38.746472,Ege Gubre,6188,111,Beta  215999,NA,LN,Eastern Aegean,NA,7290,50,NA,NA,Carbonaceous,NA,NA,NA,14sea,NA,Sa_lamtimur & Ozan 2012  240;,NA,NA,NA,NA,IV,C2 hearth deposit on virgin soil,-6098074.712832387
6.25,43.75,E_glise (Grotte de _),4634,336,Gif 1334,Cave,Neo Moyen 1,NA,France,5760,140,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 45,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-4332256215159.1167
-0.13006,38.92859,El Barranquet,5467,93,Beta 239379,poblado sin fortificar,Neolitico,Oliva,Iberia,6510,50,Yes,Short,Hueso,AMS,Singular,Fauna salvaje,NA,Bergin 2016,Bernabeu et al 2009 GUILEN,NA,Neolitico,antiguo,ImpresaCardial,NA,NA,-704.911084221173
1.06123,41.07141,El Cavet,5546,104,Beta 222342,poblado sin fortificar,Neolitico,Cambrils,Iberia,6620,60,Yes,Long,Carbon,AMS,Aggregate,Quercus sp.,NA,Bergin 2016,Oms y Morales (2008): Cambrils al Neolitic,NA,Neolitico,antiguo,Cardial,NA,NA,-533.2283713657753
-3.55592,40.32829,El Congosto,4958,145,KIA 27582,hoyo,Neolitico,Rivas-Vaciamadrid,Iberia,6015,50,Yes,Short,Hueso,AMS,Singular,Humano,NA,Bergin 2016,Martin Banon 2007,NA,Neolitico,antiguo,NA,NA,NA,-2604808.740612847
-6.871137,33.967446,El Harhoura 2,4692,356,UQ 1601,NA,Neolitico,Atlantic,Maghreb,5800,150,NA,NA,shell,NA,NA,NA,Linstadter 2008 Debenath & Sbihi-Alaoui  1979,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-693626990.9555936
38.82,35.24,El Kowm 2,6982,227,Ly 4400,NA,PPNB final,NA,Syria,8030,80,NA,NA,n.d.,NA,NA,---,NA,NA,"Cauvin, J. and Stordeur 1994a",---,NA,NA,NA,NA,NA,-34943942110357535e5
-3.51574,42.34927,El Mirador,5343,78,Beta 197385,cueva,Neolitico,Ibeas de Juarros,Iberia,6350,40,Yes,Long,Carbon,AMS,Singular,Quercus sp.,NA,Bergin 2016,Verges et al. 2008 ARTICLE NEOLITIC,NA,Neolitico,antiguo,Epicardial,NA,NA,-3612.450206452909
-3.45003,43.27126,El Miron,4680,198,GX 25856,cueva,Neolitico,Ramales de la Victoria,Iberia,5790,90,Yes,Long,Carbon,Convencional,NA,NA,NA,Bergin 2016,Pena-Chocarro et al. 2005,NA,Neolitico,antiguo,NA,NA,NA,-291271133.297929
2.17827,41.51733,El Padro II,4782,249,UBAR 115,NA,Neolitico,Tavertet,Iberia,5870,100,Yes,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Gibaja et al. 2010,NA,Neolitico,final,NA,NA,NA,-1124019607.7706904
-6.09414,36.48166,El Retamar,5729,148,8z1,poblado sin fortificar / open-air,Neolitico,Puerto Real,Iberia,6780,80,Yes,Short,Malacofauna,Convencional,Aggregate,Fauna,NA,Bergin 2016,Lazarich et al  1995,NA,Neolitico,antiguo,ImpresaCardial,NA,NA,64.12782820958182
-3.94337538,39.92974224,El Tonto,5173,84,Beta 317251,NA,Neolitico,Olias del Rey,Iberia,6230,30,Yes,Short,Hueso,AMS,Singular,Ovis aries,NA,Bergin 2016,Diaz del Rio (comunicacion personal),NA,Neolitico,antiguo,Epicardial,NA,NA,-72584.92725960414
-2.438688,35.177072,El Zafrin,4442,59,KIA 17373,NA,Neolithic,NA,Maghreb,5600,30,NA,Short,Hueso,NA,NA,Fauna,NA,Bergin 2016,Rojo et al. 2010,NA,Neolitico,antiguo,NA,NA,NA,-15065371343.291954
36.46,35.82,el-Kerkh 2,7851,809,N 6545,NA,LPPNB,NA,Syria,8680,355,NA,NA,charcoal,NA,NA,---,NA,NA,Iwasaki and Tsuneki (eds.) 2003,period El-Rouj 2a,NA,NA,NA,NA,NA,-64749573105461.08
22.73333333,38.61666667,Elateia,7264,196,GrN  2933,NA,-,Western Aegean,NA,8240,75,NA,NA,charcoal,NA,NA,NA,14sea,NA,Vogel and Waterbolk 1963  182f. (considered to be suspect); Weinberg 1962  206f.; Groningen DB;,NA,NA,NA,NA,LN pottery,"Trench 1, W half, _1.55m",694271.9300432558
23.63333333,41.86666667,Elesnica,5870,115,Bln  3238,NA,Karanovo I,Central Balkans South,NA,7010,60,NA,NA,Charcoal,NA,NA,NA,14sea,NA,GOrsdorf & Bojadziev 1996: 126;,NA,NA,NA,NA,2,"Quad. P 8, house 2, 0.40–0.50 m depth",-19561146.269379783
-9.13389,38.71722,Encosta de Sant'Ana,5008,168,Sac 1990,poblado sin fortificar,Neolitico,Lisboa,Iberia,6070,60,Yes,Short,Malacofauna,Convencional,Aggregate,Mytilus sp.,NA,Bergin 2016,Gibaja y Carvalho 2010,NA,Neolitico,antiguo,Epicardial,NA,NA,-7379218.695810743
31.68,37.77,Erbaba,6700,863,GX 2545,NA,PN,NA,Turkey,7550,450,NA,NA,charcoal,NA,NA,---,NA,NA,"Bordaz 1973, Thissen 2002a",Banadora: date rejetee: 7550 +- 450 BP,NA,NA,NA,NA,NA,-11617747191982.764
27.23941,47.253287,Erbiceni,6800,451,GX  9417,NA,Meso,NW Pontic-forest steppe,NA,7850,215,NA,NA,Bone,NA,NA,NA,14sea,NA,P_unescu  1990: 228.;,NA,NA,NA,NA,Tardenoisian,Burial ground,-365.9755930508418
4.822958,44.540393,Espeluche-Lalo,5148,89,Ly 11187,NA,Neolithic,Espeluche,France,6190,30,NA,Long,charcoal,NA,NA,NA,NA,Bergin 2016,Banadora,NA,NA,NA,NA,NA,NA,-141800783.232541
2.52906,42.837808,Esperit,6170,158,Gif 6757,n/a,n/a,NA,France,7300,80,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,3124.447362861214
26.03333333,42.46666667,Ezero (Tell Dipsis),5352,160,Bln  1833,NA,Karanovo III,Thrace,NA,6415,70,NA,NA,Charcoal,NA,NA,NA,14sea,NA,GOrsdorf & Bojadziev 1996: 137;,From same sample as Bln-530  see R_combined result,NA,NA,NA,III  horizon 24,"SW sector, 7.30 m depth",-1418447072400.5334
12.6875,45.8547,Fagninola,5513,123,R 2550,NA,Early Neolithic,NA,Italy,6570,75,NA,Long,NA,NA,Aggregate,NA,NA,Bergin 2016,NA,Also called Fagnigola,NA,NA,NA,NA,NA,-78229.26128793354
24.43509484,44.14868803,F_rca_u de Sus,5011,168,Bln  2285,NA,NA,Lower Danube West,NA,6080,60,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Mantu 1999–2000: 99;,NA,NA,NA,NA,Dudesti II–III,NA,-75558959880049.1
16.44171662,39.68183142,Favella della Corte,5884,102,LTL 778A,poblado sin fortificar,Neolitico,Cantinella di Corigliano,Italy,7003,55,Yes,Short,Hueso,AMS,Singular,No especificada,NA,Bergin 2016,Tine (2009): Favella. Un Villaggio neolitico nella Sabaritide,Location from Italian Site Database,Neolitico,antiguo,Impresa (italia),NA,NA,-263.461014536967
10.812528,44.523879,Fiorano Modenese,5602,352,GrN 19838,NA,NA,Modena,Italy,6690,180,NA,NA,NA,NA,NA,NA,Skeates 2003,Bergin 2016,NA,pozzeto 2,NA,NA,NA,NA,NA,-76257.85807284636
20.842,45.508,Foeni-Gaz,5822,96,GrA  25621,NA,NA,Mures-Tisza,NA,6925,45,NA,NA,Long-bone flake,NA,NA,NA,14sea,NA,Biagi et al.  2005: 46f.;,NA,NA,NA,NA,Cris IIB,"Pit house 1, _125 cm",-802024.8956450134
20.87,45.52,Foeni-S_la_,6362,138,GrN  28455,NA,NA,Mures-Tisza,NA,7510,60,NA,NA,Bone (Bos primigenius),NA,NA,NA,14sea,NA,Biagi et al.  2005: 46f.;,NA,NA,NA,NA,Cris IIA–IIB,"Pit house, square 5, cut 0.5, locus 41",-35.083830650047275
2.18839,42.14358,Font de la Vena,5098,222,UBAR 61,NA,Neolitico,Tavertet,Iberia,6190,100,Yes,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Cruells et al. 1992,NA,Neolitico,final,NA,NA,NA,-5232253.115703171
1.95754,42.11192,Font del Ros,5892,743,UBAR 186,settlement,Neolithikum,NA,Iberia,6980,390,NA,NA,charcoal,NA,NA,NA,RADON,NA,El proceso de neolitizaciÌ_n en los Pirineos orientales. Un modelo de continuidad entre los cazadores-recolectores mesolÌ_ticos y los primeros grupos agropastoriles. In: Trabajos de Prehistoria 54/1,NA,NA,Antic,NA,NA,NA,103.62342331946002
5.16,43.38,Font des Pigeons,6035,111,Kn 1182,rock shelter,Cardial,NA,France,7160,50,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 46,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-9.69912740655218
2.34,43.3,Font-Juvenal,5140,198,Ly 4770,rock shelter,Neo. Ancien,Conques sur Orbiel,France,6235,85,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 78,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-3187874.965445792
12.5838,45.73,Fonte Chiarano,5253,363,AECV 1996C,NA,Early Neolithic,NA,Italy,6380,180,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-6980882.097314759
14.20860985,42.05407782,Fonti Rossi / Fonterossi (Lama dei Peligni),5470,146,OxA 1958,NA,NA,Cietti  Abruzzo,Italy,6540,80,NA,Short,Hueso,NA,NA,NA,Pinhasi et al 2005,Bergin 2016,Pinhasi et al. 2005,Site Location From Italian Site Databse,Neolitico,antiguo,NA,NA,NA,-116342.42452050209
0.45057,42.20278,Forcas II,5645,67,Beta 247404,cueva,Neolitico,Graus,Iberia,6750,40,NA,Short,Hueso,AMS,Singular,Fauna salvaje,NA,Bergin 2016,Utrilla et al. 2009,NA,Neolitico,antiguo,ImpresaCardial,NA,NA,-4.84095483566125
11.8763,44.2925,Fornace Cappuccini,5496,151,R 2748,NA,Neolitico,NA,Italy,6585,87,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,Facchineti 2012,NA,NA,US987 casa,NA,NA,NA,-183897.3592661538
-7.716,40.85,Fragoas 1,3846,113,GrN 4924,NA,Neolithic,Viseu,Iberia,5060,50,NA,NA,charcoal,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-1731966412430149.8
23.1339,37.43333333,Franchthi Cave,6886,255,P  2094,NA,FM/EN,Southern Aegean,NA,7930,100,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Lawn 1975  201–203; Jacobsen and Farrand 1987  Plate 71;,NA,NA,NA,NA,X  Interphase 0/1,FAS:143,800.9753674926078
15.63333333,48.66666667,Frauenhofen,5214,155,KN 2456,NA,Stichbandkeramik,NA,Italy,6290,65,NA,NA,charcoal,NA,NA,n/a,RADON,NA,14C-Chronologie des vorderasiatischen,NA,NA,II/III nach ZÃ¡potockÃ¡ (1970),NA,NA,NA,-15703538.920006484
4.08,44.87,Freycinet-La-Cuche  Longetraye,6298,302,Ly 758,n/a,n/a,NA,France,7430,150,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,2308.701775107993
-3.75138,42.39791,Fuente Celada,5054,96,UGA 75665,poblado sin fortificar,Neolitico,Quintana Duenas,Iberia,6120,30,Yes,Short,Hueso,AMS,Singular,Humano,NA,Bergin 2016,Alameda et al. 2011,NA,Neolitico,antiguo,Epicardial,NA,NA,-528220.3797884013
-2.99654,42.86258,Fuente Hoz,4959,539,I 12084,cueva,Neolitico,Cuartango,Iberia,6120,280,NA,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Baldeon et al 1984,NA,Neolitico,antiguo,NA,NA,NA,-2342277.036957756
23.08333333,42.41666667,G_l_bnik,6099,176,Bln  3579H,NA,NA,Central Balkans South,NA,7220,80,NA,NA,Humic acid,NA,NA,NA,14sea,NA,GOrsdorf & Bojadziev 1996: 122;,From same sample as Bln-3579H. See R_combined result,NA,NA,NA,I.1,"Qu. 73, 4.50 m depth",-262300.0539132268
23.53333333,43.41666667,Galatin-cukata,3860,569,Hv  12756,NA,Krivodol/S_lcu_a IV,Lower Danube West,NA,5090,280,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Bem 2000–2001  Tab. 3;,NA,NA,NA,NA,NA,NA,-1368525447964966e7
3.15,45.78,GANDAILLAT,4814,73,Ly 11022,n/a,n/a,NA,France,5920,30,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-2850983391.8918233
35.52,32.65,Gesher,10416,354,RT 814a,NA,PPNA,NA,Israel Palestine,10590,140,NA,NA,charcoal,NA,NA,---,NA,NA,Carmi and Segal 1992,---,NA,NA,NA,NA,NA,547471683.0597929
